Quantity,Price,DiscountApplied(%),TotalAmount,Day,Month,Year,Hour,PaymentCash,PaymentCredit,PaymentDebit,PaymentPayPal,ProductCategory_Books,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_HomeDecor
8,88.86804532,1.112356272,703.0361283,7,7,2023,12,0,0,1,0,0,0,0,1
8,24.45955906,18.5034846,159.4695065,5,10,2023,12,0,1,0,0,0,1,0,0
9,11.60983976,19.75485223,83.84699761,30,6,2023,4,0,0,0,1,0,1,0,0
7,42.31931379,4.588159274,282.6434539,18,10,2023,14,1,0,0,0,0,0,0,1
2,27.85641184,2.337594524,54.41048377,26,3,2024,1,0,0,1,0,1,0,0,0
8,82.99260542,5.593462092,626.8035639,21,6,2023,15,0,0,0,1,1,0,0,0
7,21.3970777,7.425467213,138.6577129,28,12,2023,20,0,0,0,1,0,0,1,0
8,94.37399986,11.32562545,669.4844329,5,6,2023,1,0,0,0,1,0,1,0,0
3,25.07837898,19.23812817,60.76130486,26,2,2024,23,0,1,0,0,0,1,0,0
7,90.03326126,0.463059027,627.3144788,28,2,2024,17,0,0,0,1,0,1,0,0
9,25.15395925,10.10528209,203.5087264,13,4,2024,18,0,0,1,0,1,0,0,0
3,14.31449607,13.90246255,36.97328585,6,2,2024,12,1,0,0,0,1,0,0,0
6,53.90628587,5.800957266,304.6752316,28,10,2023,0,0,0,1,0,0,0,0,1
2,42.07317135,7.837909875,77.5510282,1,9,2023,13,0,1,0,0,1,0,0,0
2,63.80522041,7.598157109,117.914399,1,4,2024,20,1,0,0,0,0,1,0,0
5,67.66479775,10.46385002,302.922274,18,2,2024,6,0,0,0,1,0,1,0,0
5,94.09417204,9.788842672,424.4172079,29,7,2023,11,0,0,0,1,1,0,0,0
7,95.74461021,1.294772965,661.5345442,28,6,2023,13,0,1,0,0,0,1,0,0
2,54.54783554,6.155892028,102.3798594,5,5,2023,17,1,0,0,0,1,0,0,0
7,28.78007072,8.026432717,185.290404,4,12,2023,17,0,0,0,1,0,0,0,1
5,32.25409462,4.191887535,154.5101962,26,9,2023,0,0,1,0,0,0,0,0,1
6,18.97254819,12.32897717,99.80056233,13,3,2024,19,0,1,0,0,0,0,1,0
8,35.18857149,13.14771332,244.4966319,17,2,2024,3,0,1,0,0,0,0,1,0
4,92.02485292,8.832513683,335.5869808,31,8,2023,3,1,0,0,0,0,1,0,0
7,42.81419163,6.110168997,281.3872052,24,10,2023,6,0,1,0,0,0,1,0,0
6,66.65685515,9.917125048,360.2784688,13,10,2023,5,0,1,0,0,0,0,0,1
2,98.31190102,14.19495358,168.7131446,7,2,2024,17,0,0,1,0,0,0,0,1
8,19.60626783,8.128402876,144.1007311,11,6,2023,6,0,0,0,1,0,0,1,0
9,79.7840061,4.100664797,688.610983,20,1,2024,15,0,0,1,0,0,0,0,1
5,72.97213591,13.07794074,317.1444161,28,10,2023,13,1,0,0,0,0,1,0,0
4,83.71361054,10.27350558,300.4531524,10,8,2023,0,0,0,1,0,1,0,0,0
6,22.34525,13.43591114,116.0577724,11,5,2023,21,1,0,0,0,0,0,0,1
8,55.16026463,2.334444864,430.9806293,20,2,2024,5,0,0,0,1,0,0,0,1
3,66.88007444,8.590382846,183.40446,4,9,2023,16,0,0,1,0,0,0,1,0
1,78.40754636,2.93918148,76.10300628,19,3,2024,17,0,0,0,1,0,0,1,0
4,74.13689347,4.573920761,282.9837228,21,6,2023,20,0,1,0,0,0,0,0,1
4,61.3869756,12.78144977,214.1633206,9,9,2023,15,0,1,0,0,0,1,0,0
1,52.22510344,13.39572447,45.22917248,9,10,2023,0,1,0,0,0,0,1,0,0
9,94.7543816,11.05309601,758.5297994,3,9,2023,22,0,1,0,0,0,0,0,1
3,26.36033349,19.84816825,63.38487043,20,10,2023,14,0,1,0,0,0,0,0,1
5,28.390686,4.264821007,135.8993703,11,10,2023,2,0,0,0,1,0,0,0,1
6,19.996577,5.540070083,113.3325157,18,7,2023,18,0,0,1,0,0,0,0,1
8,20.14047646,0.553578948,160.2318642,26,9,2023,15,0,1,0,0,0,1,0,0
6,88.6139674,16.89233698,441.8699845,27,2,2024,13,1,0,0,0,0,0,0,1
3,64.58716011,11.99269787,170.5242514,31,7,2023,12,0,1,0,0,0,1,0,0
6,94.15822789,8.470923776,517.092937,12,1,2024,22,1,0,0,0,1,0,0,0
1,89.8178561,4.445804935,85.82472943,20,1,2024,4,0,0,1,0,0,0,1,0
4,37.04630613,10.38240329,132.8000369,9,10,2023,19,0,1,0,0,0,0,0,1
6,67.7186429,6.698463963,379.095204,11,3,2024,22,0,0,0,1,1,0,0,0
7,44.1493942,5.126186401,293.2034977,31,1,2024,20,0,0,1,0,0,0,1,0
3,88.85587887,18.30356295,217.7762614,24,6,2023,21,0,0,1,0,0,1,0,0
9,76.08263219,18.04979425,561.1488625,2,4,2024,20,0,0,1,0,0,1,0,0
7,21.11331075,9.852015727,133.2325683,12,10,2023,13,0,0,1,0,0,1,0,0
1,32.79595084,17.76240031,26.97060277,20,5,2023,2,1,0,0,0,1,0,0,0
2,69.18209621,6.705475045,129.086216,30,4,2023,3,1,0,0,0,0,0,1,0
1,32.15209617,19.05879101,26.02429536,8,12,2023,7,1,0,0,0,0,1,0,0
9,58.06348223,10.55857402,467.3952584,29,3,2024,5,0,0,0,1,0,0,1,0
9,31.98283277,14.19759286,246.9783635,21,5,2023,16,0,0,1,0,1,0,0,0
7,71.42738505,9.75437702,451.2206203,26,9,2023,7,1,0,0,0,1,0,0,0
3,16.75139851,13.83524727,43.30140332,24,4,2024,13,0,0,1,0,1,0,0,0
5,74.91030163,6.178139497,351.4111935,21,9,2023,7,0,0,0,1,0,0,1,0
4,40.33074074,14.96361952,137.1832086,18,8,2023,7,1,0,0,0,0,0,1,0
7,50.81690443,1.618401349,349.9613807,13,9,2023,8,0,1,0,0,0,0,0,1
9,53.52190556,8.578062629,440.3768668,28,4,2024,13,0,0,1,0,0,1,0,0
2,27.49392467,19.70092209,44.15473598,31,12,2023,5,0,0,1,0,0,1,0,0
8,94.79432094,7.268430567,703.2340923,5,10,2023,11,0,0,1,0,1,0,0,0
9,10.01466424,14.39052426,77.161514,1,2,2024,7,1,0,0,0,1,0,0,0
9,43.54732058,19.80199768,314.3167305,10,4,2024,7,1,0,0,0,1,0,0,0
7,21.56772888,5.165707792,143.1752212,22,8,2023,2,1,0,0,0,0,0,0,1
9,42.39321845,19.91893188,305.5404793,13,10,2023,17,1,0,0,0,0,0,0,1
9,19.35521712,19.76473521,139.7673874,10,8,2023,2,0,0,1,0,0,0,1,0
3,44.08360874,14.9798657,112.4398301,29,10,2023,21,1,0,0,0,1,0,0,0
4,27.44915471,13.51207863,94.96081336,10,9,2023,9,1,0,0,0,0,0,0,1
2,59.84064998,15.28640929,101.3863266,7,2,2024,4,0,0,1,0,0,0,1,0
3,11.07615611,12.52811457,29.06556775,18,11,2023,15,0,0,1,0,0,0,0,1
5,55.54879937,18.58854962,226.1154162,6,9,2023,17,0,1,0,0,0,0,0,1
5,35.44863048,3.321378982,171.3562356,15,4,2024,13,1,0,0,0,0,0,0,1
6,38.93125656,11.07712915,207.712746,22,2,2024,12,0,0,1,0,0,0,0,1
7,41.92128531,3.654101875,282.7260719,11,2,2024,2,1,0,0,0,0,0,1,0
7,68.74483919,4.445236569,459.8227792,3,4,2024,9,0,1,0,0,0,1,0,0
1,78.19951016,19.0011808,63.34067985,9,5,2023,3,0,0,1,0,0,0,0,1
2,39.67339637,5.453651055,75.01949555,28,4,2024,9,1,0,0,0,0,1,0,0
9,93.24926986,18.34830942,685.2564476,8,1,2024,0,0,0,0,1,0,1,0,0
2,77.16132588,17.35620261,127.5380996,12,9,2023,19,0,0,1,0,1,0,0,0
6,46.34536486,2.258487482,271.7919636,8,5,2023,7,1,0,0,0,0,0,0,1
1,18.80230259,17.52184069,15.50779309,22,4,2024,23,0,1,0,0,0,0,0,1
3,60.4306071,4.855404122,172.4893707,13,2,2024,10,0,0,0,1,0,0,0,1
2,65.2388813,19.33446143,105.2505899,1,8,2023,13,0,1,0,0,0,0,0,1
3,22.26756875,19.54519754,53.74598536,25,6,2023,9,1,0,0,0,1,0,0,0
5,86.68220256,14.15174075,372.0758099,30,1,2024,6,0,1,0,0,0,1,0,0
6,44.32853838,5.667883527,250.8962907,15,11,2023,8,0,0,0,1,0,1,0,0
9,23.71331118,4.422748832,203.9807789,12,8,2023,14,0,0,1,0,1,0,0,0
4,56.87908741,16.39820031,190.2077629,5,4,2024,21,0,0,0,1,0,0,1,0
7,47.98364071,3.649162733,323.628477,3,6,2023,2,0,1,0,0,1,0,0,0
6,67.79416937,7.509882273,376.2174424,11,6,2023,11,0,0,1,0,0,0,0,1
2,25.53137821,4.221515796,48.90713408,20,10,2023,14,0,0,1,0,0,1,0,0
8,11.86873023,2.219267614,92.84265074,27,5,2023,7,1,0,0,0,0,1,0,0
7,52.88160193,7.92614827,340.8308943,1,8,2023,13,0,0,0,1,1,0,0,0
7,24.1478495,18.89443697,137.0967451,9,8,2023,5,0,0,1,0,1,0,0,0
8,24.08031817,9.549799252,174.245569,8,6,2023,3,0,0,0,1,0,0,0,1
1,71.01326259,10.24368718,63.73888612,10,12,2023,18,1,0,0,0,0,0,0,1
1,33.28938314,17.85457634,27.34570481,26,6,2023,3,0,0,0,1,0,1,0,0
8,85.59898487,17.75336954,563.2182461,29,11,2023,2,0,0,0,1,1,0,0,0
4,56.32659854,19.36000259,181.6870704,19,3,2024,17,1,0,0,0,0,0,1,0
5,64.72726581,11.68502823,285.8193326,10,10,2023,16,1,0,0,0,0,0,0,1
8,38.88152106,0.916025146,308.2028524,23,5,2023,3,0,0,0,1,0,0,0,1
5,30.14334325,2.465287502,147.0011159,16,4,2024,20,0,0,1,0,0,1,0,0
4,24.30706979,11.40074795,86.14352813,24,2,2024,5,0,0,0,1,0,1,0,0
6,73.63737593,3.464294847,426.5181606,6,11,2023,2,0,1,0,0,0,0,0,1
5,72.0216566,15.21496334,305.3179398,31,7,2023,10,1,0,0,0,0,0,1,0
7,54.34090894,8.702149537,347.2845725,29,3,2024,2,0,1,0,0,0,0,1,0
7,80.31782723,9.207547211,510.4576776,26,10,2023,3,0,0,1,0,0,1,0,0
4,82.23327864,0.999762046,325.6445661,7,12,2023,23,0,0,0,1,0,1,0,0
5,49.79616912,5.688573317,234.8173877,6,8,2023,0,0,0,1,0,0,0,1,0
3,68.60393976,10.20474242,184.8092533,15,11,2023,18,0,1,0,0,0,0,0,1
4,92.08943024,6.06498696,346.0168732,7,11,2023,4,1,0,0,0,0,1,0,0
4,17.33055095,15.63731286,58.48207393,28,11,2023,0,0,0,0,1,0,1,0,0
3,11.09162518,3.051663427,32.25943832,3,7,2023,6,0,1,0,0,1,0,0,0
5,52.60254336,4.651999811,250.7773657,8,4,2024,4,0,1,0,0,1,0,0,0
5,39.85656336,8.768183802,181.8093331,3,7,2023,17,0,0,1,0,0,0,1,0
7,17.83059775,5.304697875,118.1931689,28,6,2023,11,0,0,0,1,1,0,0,0
4,23.47918396,14.22309953,80.55886502,24,4,2024,19,0,0,1,0,0,0,1,0
4,33.17489129,17.33517196,109.6958673,29,12,2023,3,0,1,0,0,0,0,1,0
9,18.94564811,18.91204292,138.2637511,9,1,2024,8,1,0,0,0,0,0,0,1
6,38.71716467,4.274097215,222.3741325,24,2,2024,9,0,0,1,0,0,1,0,0
4,21.95199331,15.20443976,74.45726285,1,11,2023,1,1,0,0,0,0,1,0,0
2,66.22245738,19.28346279,106.9049489,16,1,2024,8,0,0,0,1,0,0,1,0
6,72.69612706,9.927278745,392.8762793,17,7,2023,21,0,0,1,0,0,1,0,0
2,79.79410128,13.15717856,138.5908978,27,9,2023,10,0,1,0,0,1,0,0,0
5,88.27893816,18.43006305,360.045371,2,12,2023,10,0,0,1,0,1,0,0,0
6,10.27880533,7.687661142,56.93163365,1,3,2024,14,1,0,0,0,0,1,0,0
4,25.8759259,17.0329962,85.87392171,21,11,2023,6,0,0,0,1,0,1,0,0
3,83.3192308,17.03279033,207.3829227,28,8,2023,16,0,1,0,0,0,0,0,1
7,12.7439967,1.002038746,88.31407842,7,10,2023,10,0,0,1,0,0,0,1,0
2,69.88971583,0.444938729,139.1574988,19,2,2024,7,0,0,1,0,0,0,1,0
6,26.26811044,0.101138906,157.4492589,30,1,2024,0,1,0,0,0,1,0,0,0
4,55.57845985,6.562410708,207.7246922,13,10,2023,5,0,0,1,0,0,1,0,0
6,96.60755028,13.78315086,499.7519153,18,11,2023,1,0,0,0,1,0,0,1,0
4,68.38285292,4.352815984,261.6250927,31,7,2023,4,0,0,1,0,0,1,0,0
4,43.13991312,15.10549861,146.4936566,27,10,2023,19,1,0,0,0,0,1,0,0
4,72.01036037,19.43337466,232.065269,18,5,2023,7,1,0,0,0,1,0,0,0
9,10.50058345,11.18164444,83.93800993,27,10,2023,2,0,1,0,0,0,1,0,0
7,95.54487553,12.02631079,588.380463,29,3,2024,2,0,0,0,1,0,0,0,1
3,41.00014384,9.302667458,111.5581104,19,9,2023,16,0,0,1,0,0,1,0,0
3,98.2104679,13.21907642,255.6838533,13,2,2024,14,0,1,0,0,0,0,1,0
6,70.87728378,7.458070283,393.5472369,13,11,2023,13,0,0,0,1,0,0,1,0
6,35.86158016,3.732301106,207.1387081,26,5,2023,15,0,0,0,1,1,0,0,0
4,65.37401967,12.67688087,228.3465323,4,12,2023,17,0,0,0,1,0,1,0,0
9,44.2224535,8.442615091,364.4002977,7,11,2023,7,0,0,0,1,0,0,0,1
4,67.85175729,6.151349272,254.7118349,24,10,2023,10,0,0,1,0,0,0,1,0
9,81.15945925,10.25275611,655.5454005,17,11,2023,2,0,0,0,1,0,0,0,1
4,52.37163316,18.77046115,170.1649444,28,2,2024,21,0,1,0,0,1,0,0,0
2,29.99054809,7.131866652,55.70332438,19,8,2023,21,0,1,0,0,0,1,0,0
2,98.33078064,1.867026604,192.9898376,24,10,2023,20,0,0,0,1,1,0,0,0
5,47.13822346,4.916288536,224.1038619,26,11,2023,18,0,0,1,0,0,0,0,1
4,25.87490869,4.120887975,99.23453076,3,6,2023,21,1,0,0,0,0,0,1,0
7,76.52919961,12.09323124,470.9204258,3,10,2023,12,0,0,0,1,0,0,0,1
5,68.97514812,4.255646681,330.1990476,25,12,2023,2,0,0,1,0,1,0,0,0
6,83.49368277,18.81884882,406.686797,18,1,2024,18,0,0,0,1,1,0,0,0
4,10.15086059,6.521907221,37.95532352,28,5,2023,15,0,0,1,0,0,0,1,0
2,41.25831874,9.792898367,74.43586704,14,8,2023,13,0,0,0,1,0,1,0,0
9,38.30769043,15.98880633,289.644732,16,11,2023,2,1,0,0,0,0,0,1,0
7,93.14540272,15.76235801,549.2444361,14,1,2024,7,0,0,0,1,0,1,0,0
4,41.47014412,19.00212948,134.3597345,2,1,2024,17,0,0,0,1,0,0,0,1
3,57.45078858,13.47028102,149.1360177,21,5,2023,8,1,0,0,0,0,0,0,1
3,10.31727044,19.8294585,24.81423474,10,5,2023,17,0,0,1,0,0,1,0,0
9,82.73323897,6.116891831,699.0528261,27,11,2023,13,1,0,0,0,1,0,0,0
5,20.25808807,3.569502609,97.67487543,28,6,2023,6,0,1,0,0,0,0,1,0
3,89.40992166,1.571712986,264.0139629,11,8,2023,2,0,1,0,0,1,0,0,0
5,76.15983521,15.30405076,322.5214768,26,1,2024,5,1,0,0,0,1,0,0,0
2,60.07510079,2.411745352,117.2524847,29,6,2023,9,0,1,0,0,0,0,1,0
4,77.41774885,14.3162637,265.3376791,27,5,2023,18,0,0,0,1,0,0,1,0
2,81.36012235,17.7215554,133.8836864,12,8,2023,12,0,1,0,0,0,1,0,0
2,77.65669407,15.95441486,130.5340459,19,10,2023,18,0,0,1,0,0,0,0,1
8,69.48071859,11.88875486,489.7626103,5,6,2023,23,0,0,1,0,0,0,1,0
1,89.26209689,18.89711342,72.3941372,6,6,2023,3,1,0,0,0,0,1,0,0
7,48.07204161,16.46775487,281.0895894,13,4,2024,21,0,1,0,0,0,1,0,0
5,60.95502915,1.044837757,301.5907399,19,1,2024,23,1,0,0,0,0,0,0,1
8,97.24421933,7.537879262,719.3125399,27,3,2024,10,0,0,1,0,1,0,0,0
1,43.50219992,2.794584005,42.2864944,8,1,2024,16,0,0,0,1,0,0,1,0
7,77.58252881,7.340184136,503.2147983,14,10,2023,9,0,1,0,0,0,1,0,0
5,45.26247741,14.26802949,194.0220689,4,6,2023,7,0,0,1,0,0,1,0,0
4,52.31540324,2.985754073,203.0135758,23,5,2023,5,0,0,0,1,1,0,0,0
7,40.20700523,15.43859434,237.9972615,23,2,2024,19,0,1,0,0,0,0,0,1
2,23.77685937,7.095166263,44.17970334,10,11,2023,4,0,1,0,0,0,0,0,1
1,97.49829159,9.716096568,88.02526343,20,4,2024,14,0,1,0,0,0,0,0,1
1,50.25750881,6.712116767,46.88416614,29,6,2023,15,0,0,1,0,0,0,1,0
1,35.14126364,19.49784629,28.28947407,8,1,2024,18,0,0,1,0,0,0,1,0
5,68.16548897,7.099085792,316.6318121,15,9,2023,6,1,0,0,0,0,1,0,0
7,19.98370709,4.079723757,134.1789893,10,6,2023,11,1,0,0,0,1,0,0,0
2,58.90661006,8.099710383,108.2706905,7,1,2024,10,0,0,1,0,1,0,0,0
8,61.67054167,14.48217973,421.9144239,25,1,2024,13,0,0,1,0,0,0,1,0
4,27.63591585,10.42036199,99.02461352,23,1,2024,21,0,0,1,0,1,0,0,0
3,96.36528305,9.187035836,262.5365099,2,7,2023,13,0,1,0,0,0,1,0,0
8,63.52107033,6.059160508,477.3778138,18,7,2023,18,1,0,0,0,0,0,0,1
2,30.03554362,17.21366914,49.73064904,9,1,2024,0,1,0,0,0,0,1,0,0
3,85.00958048,2.442980203,248.7984398,8,4,2024,11,1,0,0,0,0,1,0,0
3,37.63339334,12.44510751,98.84963122,10,4,2024,11,1,0,0,0,0,1,0,0
1,75.69184408,13.32797888,65.60365109,25,10,2023,18,1,0,0,0,0,0,1,0
6,66.55370234,1.757490988,392.3041621,22,10,2023,14,0,0,0,1,0,1,0,0
2,24.37146521,6.173921146,45.73358032,23,2,2024,14,0,1,0,0,0,0,1,0
1,18.50280195,18.15359596,15.14387805,30,10,2023,10,0,1,0,0,0,0,1,0
2,64.67606448,7.336296183,119.8624737,3,9,2023,6,0,1,0,0,0,0,1,0
6,70.14717871,13.87613565,362.4807662,18,2,2024,19,0,0,1,0,0,0,1,0
4,21.79521804,4.932012442,82.88110068,21,11,2023,13,1,0,0,0,0,0,1,0
6,25.54445506,14.37001396,131.2422798,6,8,2023,22,0,1,0,0,0,0,0,1
9,14.50813136,18.55821483,106.3411306,6,12,2023,12,1,0,0,0,0,0,1,0
8,22.10487198,1.022089607,175.0315231,20,1,2024,1,0,1,0,0,0,0,0,1
1,62.9269233,17.49783665,51.91607305,22,10,2023,12,1,0,0,0,1,0,0,0
8,28.05721612,8.997291585,204.2626126,27,12,2023,20,1,0,0,0,0,0,0,1
9,35.97953257,3.742043093,311.6984666,17,3,2024,0,1,0,0,0,0,0,1,0
6,59.97257117,4.752075685,342.7357752,5,7,2023,0,0,1,0,0,0,1,0,0
5,47.27299015,2.114110502,231.3679345,30,6,2023,0,1,0,0,0,0,1,0,0
6,86.0701266,5.56044496,487.7054675,25,12,2023,6,0,1,0,0,1,0,0,0
6,61.39550445,9.387105953,333.7934604,24,6,2023,19,0,0,1,0,0,0,1,0
9,21.8858668,3.204914206,190.6599919,28,11,2023,11,0,0,1,0,0,1,0,0
4,44.58880988,4.395009209,170.5165103,15,7,2023,9,0,1,0,0,0,0,0,1
2,33.28871242,0.824505164,66.02849053,25,8,2023,7,1,0,0,0,0,0,0,1
9,33.3085926,2.820931945,291.3208188,2,10,2023,2,0,0,0,1,0,1,0,0
2,33.08211668,13.4483816,57.26621477,24,4,2024,16,0,0,0,1,0,0,0,1
9,47.65405675,15.79964911,361.123947,15,10,2023,12,0,0,1,0,0,0,1,0
2,21.88587788,17.89040203,35.94081268,11,6,2023,18,1,0,0,0,1,0,0,0
8,32.71526739,12.77689757,228.2821695,27,3,2024,5,1,0,0,0,0,1,0,0
9,73.13198515,18.34904377,537.4166866,29,5,2023,7,1,0,0,0,0,0,0,1
9,84.46971775,8.182383811,698.0227312,18,4,2024,19,0,0,0,1,0,1,0,0
9,11.23796795,17.08005146,83.86665519,25,11,2023,5,0,0,1,0,0,0,0,1
2,17.51105588,3.649273479,33.74405913,29,11,2023,20,0,1,0,0,1,0,0,0
4,86.95425177,6.768411648,324.2753202,11,5,2023,11,0,0,1,0,1,0,0,0
7,29.31886928,13.27570127,177.9860864,4,7,2023,11,0,1,0,0,0,0,1,0
2,38.09584642,14.55768752,65.09994428,17,7,2023,3,0,0,1,0,1,0,0,0
1,40.33790659,3.799878513,38.80511514,16,2,2024,9,0,0,0,1,1,0,0,0
3,87.92887082,12.97956367,229.5482611,18,5,2023,11,0,0,0,1,1,0,0,0
4,24.64817508,16.84527718,81.98448666,1,9,2023,9,0,0,1,0,0,0,0,1
8,83.12853509,6.49387554,621.8421719,8,12,2023,2,1,0,0,0,0,0,1,0
6,52.09223438,17.08690527,259.1477018,22,4,2024,9,0,0,1,0,0,1,0,0
2,80.48507365,4.375754056,153.9264895,21,5,2023,21,0,0,0,1,1,0,0,0
9,71.92473659,17.20308159,535.9631892,21,6,2023,21,1,0,0,0,0,0,0,1
2,75.88900389,19.38705285,122.3527252,31,10,2023,2,1,0,0,0,0,0,0,1
5,20.24620027,10.65741783,90.44239058,23,9,2023,6,0,0,0,1,0,1,0,0
4,37.79000726,17.3911276,124.8715955,27,12,2023,8,0,1,0,0,1,0,0,0
7,30.44452059,11.81939651,187.9231339,5,5,2023,11,1,0,0,0,0,1,0,0
8,21.33294171,18.32574558,139.3881687,28,10,2023,5,0,0,1,0,0,1,0,0
5,67.53108484,9.913036467,304.1835188,15,8,2023,23,1,0,0,0,0,0,1,0
5,72.56184833,11.72671973,320.2636187,13,1,2024,16,1,0,0,0,0,0,1,0
2,22.73326036,4.546654039,43.39931532,30,12,2023,0,0,0,0,1,0,1,0,0
8,79.16575984,1.615712262,623.0933516,5,3,2024,17,0,0,1,0,0,1,0,0
2,35.8143945,17.6457614,58.9893438,14,4,2024,13,0,0,1,0,1,0,0,0
6,43.91168705,14.68277994,224.785384,25,3,2024,1,0,1,0,0,1,0,0,0
8,99.3929148,11.740755,701.7874895,29,3,2024,11,0,1,0,0,0,0,1,0
6,27.27868188,6.423480394,153.1586466,1,7,2023,17,1,0,0,0,0,0,1,0
4,20.63086634,1.942306569,80.92060667,29,10,2023,6,1,0,0,0,1,0,0,0
4,34.16583609,15.58369757,115.3661421,15,12,2023,18,0,0,0,1,0,0,0,1
6,93.86247429,6.766285474,525.068828,13,1,2024,22,0,1,0,0,0,1,0,0
4,20.8044999,2.378572031,81.23859952,10,10,2023,13,1,0,0,0,1,0,0,0
8,65.43495619,6.275851508,490.626844,6,12,2023,23,0,0,0,1,0,0,0,1
9,81.37743974,11.41119034,648.8217467,16,4,2024,23,0,0,1,0,0,0,1,0
1,93.01333988,13.22365076,80.71358065,13,12,2023,22,1,0,0,0,1,0,0,0
4,53.02283683,6.437162753,198.4386821,16,5,2023,6,0,0,0,1,0,0,0,1
4,51.19211846,16.4791457,171.0243787,26,4,2024,21,0,0,0,1,1,0,0,0
2,84.48474553,14.11986871,145.1112208,25,1,2024,21,0,1,0,0,0,0,0,1
6,27.62547023,6.996442294,154.1560209,2,6,2023,20,0,0,1,0,0,0,0,1
3,51.59421503,18.18125823,126.6412127,10,10,2023,16,1,0,0,0,1,0,0,0
7,67.39593022,0.027754082,471.6405757,2,5,2023,6,0,0,0,1,1,0,0,0
5,73.00838713,17.70148507,300.4240919,9,8,2023,5,1,0,0,0,0,0,0,1
4,20.06613277,13.27343774,69.61066852,2,7,2023,6,1,0,0,0,0,0,0,1
5,88.04462309,13.36364515,381.3932604,7,8,2023,18,0,0,0,1,1,0,0,0
8,83.64229136,14.85363308,569.7469784,1,10,2023,17,1,0,0,0,0,0,0,1
3,38.53442998,5.209646443,109.5807672,20,1,2024,5,1,0,0,0,0,1,0,0
7,52.87429713,13.90283622,318.6628914,14,12,2023,16,0,0,1,0,1,0,0,0
6,44.56365903,6.080720958,251.1232037,2,4,2024,5,0,0,1,0,0,1,0,0
1,98.29888103,5.045444314,93.33926573,8,10,2023,3,1,0,0,0,0,0,1,0
7,62.55925651,5.866171355,412.2259633,20,12,2023,16,0,1,0,0,0,0,0,1
7,34.34182475,4.093507652,230.5522767,8,12,2023,0,0,0,1,0,0,0,0,1
1,77.13524909,15.54233687,65.14662883,27,2,2024,18,1,0,0,0,0,1,0,0
9,83.94770023,19.21738682,610.3363136,11,3,2024,20,0,0,0,1,0,0,1,0
6,75.35160615,1.537143101,445.1600648,1,12,2023,11,0,0,0,1,0,0,0,1
2,17.5168925,10.70776099,31.28245105,2,5,2023,2,0,0,0,1,0,1,0,0
5,35.89620827,14.09147279,154.1895193,21,3,2024,9,0,0,1,0,0,0,1,0
4,42.61929116,5.657320949,160.8327243,14,3,2024,5,0,1,0,0,0,0,0,1
7,29.51868401,6.492291113,193.2157158,27,7,2023,18,0,1,0,0,0,1,0,0
8,53.32134848,3.80675468,410.3322844,29,6,2023,9,0,0,0,1,0,0,0,1
1,38.7548369,6.812404851,36.11470051,21,9,2023,20,0,0,1,0,0,0,0,1
5,13.28154842,9.593916915,60.03663851,19,8,2023,11,0,0,1,0,0,0,1,0
3,68.68449532,2.243839725,201.429976,30,3,2024,10,1,0,0,0,0,0,0,1
1,49.23707273,2.9094676,47.80453605,12,6,2023,15,0,0,0,1,0,0,1,0
3,12.5298408,5.42102878,35.55178357,15,5,2023,14,0,0,1,0,1,0,0,0
6,93.96087555,3.559237837,543.6995071,20,1,2024,3,1,0,0,0,1,0,0,0
7,68.59324104,19.20279121,387.9499693,11,12,2023,11,1,0,0,0,0,0,0,1
8,16.65512225,0.505689395,132.5671925,2,4,2024,4,0,0,1,0,0,0,0,1
4,90.04570806,4.657292848,343.408063,31,5,2023,6,0,0,0,1,0,1,0,0
3,47.87750417,7.069804859,133.4779742,19,3,2024,8,0,0,1,0,1,0,0,0
5,31.56440895,15.06117447,134.0521912,4,2,2024,17,1,0,0,0,0,0,1,0
9,14.14062417,7.101874111,118.2273736,22,8,2023,14,0,0,0,1,0,1,0,0
6,77.03398677,10.45521977,413.8794849,23,11,2023,7,0,0,1,0,0,0,1,0
9,97.23889658,0.934732329,866.9697586,11,3,2024,2,0,0,0,1,1,0,0,0
6,26.6782189,6.486179059,149.6869311,7,11,2023,7,0,1,0,0,1,0,0,0
2,47.52232097,15.33033404,80.47398084,15,3,2024,21,0,1,0,0,1,0,0,0
5,31.37590301,15.02013375,133.3160021,7,10,2023,1,0,1,0,0,1,0,0,0
9,61.52229708,8.233432912,508.1121002,30,7,2023,23,1,0,0,0,1,0,0,0
8,88.41669174,15.3525873,598.7395356,7,7,2023,21,1,0,0,0,0,0,0,1
7,21.76276601,8.361340494,139.6017493,23,2,2024,9,1,0,0,0,0,0,0,1
1,36.83890947,7.087278493,34.22803336,29,2,2024,20,0,0,0,1,0,0,1,0
4,24.81932996,3.413155943,95.8888301,12,11,2023,20,1,0,0,0,0,0,0,1
7,30.58068463,5.429945157,202.4411916,12,9,2023,9,0,0,0,1,0,1,0,0
7,21.69367767,10.11708924,136.4923626,10,3,2024,8,0,0,1,0,0,1,0,0
6,67.1168377,14.14748675,345.7289519,9,2,2024,17,1,0,0,0,0,1,0,0
8,13.91503224,1.500424208,109.6499818,21,11,2023,12,0,1,0,0,0,0,1,0
6,75.60834982,18.69898088,368.8221537,7,7,2023,13,1,0,0,0,0,1,0,0
3,22.79121466,4.308834299,65.42753696,21,2,2024,16,1,0,0,0,1,0,0,0
